MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DEL15,DISTANCE,DEP_HOUR
4,12,6,DL,ATL,Other,0,1184.0,16
12,17,3,WN,SEA,Other,0,1733.0,6
4,6,7,OO,DEN,Other,0,616.0,13
10,22,3,DL,ATL,Other,1,481.0,7
6,30,1,UA,ORD,PHX,1,1440.0,20
10,1,3,YX,LGA,DCA,0,214.0,9
4,4,5,WN,Other,Other,1,793.0,17
2,5,3,OH,Other,CLT,1,88.0,14
2,20,4,UA,DEN,SEA,1,1024.0,16
9,15,1,DL,ATL,PHX,1,1587.0,16
10,26,7,AA,DCA,Other,0,634.0,13
12,7,7,OO,ORD,Other,1,849.0,11
5,23,5,UA,DEN,Other,0,1179.0,10
3,8,6,AS,Other,PHX,0,1009.0,20
4,6,7,WN,Other,Other,0,402.0,13
6,24,2,OH,DCA,Other,1,248.0,20
1,15,3,UA,EWR,Other,0,1023.0,18
7,3,4,UA,ATL,IAH,0,689.0,11
9,17,3,DL,Other,Other,0,1598.0,19
5,10,6,AS,Other,EWR,0,2425.0,8
3,2,7,OO,SLC,Other,0,188.0,11
5,3,6,AS,Other,Other,0,1715.0,11
11,12,3,AA,DFW,Other,1,1021.0,12
8,6,3,DL,Other,SLC,1,1087.0,12
8,18,1,AS,SFO,SEA,1,679.0,16
11,7,5,MQ,ORD,Other,0,409.0,17
7,2,3,UA,IAH,LGA,1,1416.0,7
6,4,3,DL,Other,SLC,0,630.0,9
3,11,2,OO,Other,DEN,0,594.0,14
6,28,6,WN,Other,Other,0,137.0,9
12,1,1,AA,Other,CLT,0,547.0,8
1,26,7,OO,SLC,Other,0,541.0,15
8,4,1,YX,BOS,Other,1,187.0,17
12,2,2,UA,CLT,DEN,0,1337.0,16
7,11,5,OO,LAS,Other,0,258.0,11
11,22,6,MQ,DFW,Other,0,767.0,19
2,8,6,WN,PHX,Other,0,647.0,12
6,17,2,UA,IAH,Other,1,489.0,20
7,29,2,OO,Other,SFO,0,372.0,9
11,3,1,AS,Other,Other,0,199.0,9
12,26,5,DL,ATL,Other,1,874.0,20
10,25,6,NK,ORD,LGA,0,733.0,11
8,29,5,UA,EWR,BOS,1,200.0,21
1,28,2,DL,SEA,ORD,0,1721.0,7
5,5,1,DL,DTW,EWR,1,488.0,21
4,24,4,NK,MCO,DFW,1,985.0,11
7,11,5,UA,DEN,LAS,1,628.0,17
11,11,2,B6,Other,BOS,0,1367.0,13
8,2,6,AS,SEA,Other,1,224.0,11
9,18,4,NK,LGA,MCO,0,950.0,9
8,14,4,MQ,ORD,Other,0,213.0,8
8,25,1,NK,MCO,Other,0,667.0,10
11,18,2,AA,LAX,ORD,0,1744.0,9
7,19,6,DL,ATL,DFW,0,731.0,8
10,24,5,OH,ATL,CLT,0,226.0,10
8,4,1,UA,SFO,Other,0,372.0,19
6,13,5,DL,ATL,Other,1,696.0,11
8,10,7,OO,Other,IAH,0,513.0,6
8,12,2,OO,DTW,Other,0,120.0,12
12,31,3,UA,EWR,BOS,1,200.0,17
6,20,5,MQ,DFW,Other,0,1081.0,20
10,15,3,UA,LAS,EWR,1,2227.0,23
5,23,5,AA,LAS,ORD,0,1514.0,12
1,16,4,DL,ATL,Other,0,794.0,16
5,15,4,WN,Other,Other,0,392.0,10
8,29,5,DL,ATL,Other,0,1640.0,11
2,17,1,YX,Other,BOS,1,640.0,7
6,11,3,MQ,DFW,Other,0,900.0,18
10,18,6,OO,Other,ORD,0,536.0,6
11,22,6,UA,Other,IAH,0,816.0,16
4,17,4,WN,Other,Other,0,404.0,18
9,17,3,AA,Other,BOS,1,280.0,14
4,8,2,AA,Other,Other,0,364.0,12
8,1,5,UA,Other,EWR,1,1065.0,13
8,11,1,UA,ORD,SFO,0,1846.0,18
12,11,4,OO,Other,DFW,1,846.0,7
5,16,5,WN,Other,Other,0,371.0,11
9,24,3,AA,CLT,DFW,1,935.0,15
2,21,5,DL,EWR,DTW,0,488.0,13
10,3,5,NK,ORD,LAS,0,1514.0,8
3,24,1,YX,LGA,Other,0,335.0,13
2,14,5,DL,ATL,Other,1,516.0,16
1,24,5,MQ,Other,Other,1,612.0,20
3,26,3,OO,PHX,SEA,0,1107.0,13
7,12,6,OO,Other,SLC,0,584.0,9
2,12,3,UA,SFO,SLC,0,599.0,12
10,11,6,AA,DFW,ATL,0,731.0,7
3,16,7,WN,Other,PHX,1,647.0,22
8,6,3,WN,PHX,Other,0,1999.0,21
12,6,6,UA,IAH,Other,0,787.0,14
12,12,5,OO,ORD,Other,0,588.0,9
11,23,7,G4,Other,Other,1,870.0,15
10,20,1,UA,LAS,EWR,0,2227.0,7
12,10,3,OO,SLC,Other,0,588.0,15
4,18,5,AA,LGA,Other,0,1035.0,14
11,25,2,AA,CLT,EWR,0,529.0,16
2,3,1,F9,LAS,Other,0,197.0,6
2,11,2,UA,IAH,EWR,0,1400.0,16
2,1,6,DL,ATL,SEA,0,2182.0,19
9,7,7,UA,IAH,Other,0,1346.0,12
6,3,2,AA,MIA,ORD,0,1197.0,20
10,27,1,AA,ORD,LAX,0,1744.0,15
7,19,6,AS,SEA,Other,0,2688.0,10
4,24,4,DL,BOS,SEA,0,2496.0,7
7,2,3,AS,Other,SEA,0,1448.0,9
6,8,7,AA,DFW,Other,1,1217.0,14
8,4,1,OO,Other,ORD,0,157.0,14
3,29,6,WN,LAS,PHX,0,255.0,5
4,1,2,WN,DEN,Other,1,1506.0,18
4,1,2,NK,ATL,Other,0,406.0,5
11,18,2,OO,SEA,Other,0,352.0,9
3,7,5,B6,Other,Other,1,1056.0,20
6,29,7,MQ,Other,ORD,0,296.0,6
1,6,1,NK,DTW,LAX,1,1979.0,19
11,15,6,B6,BOS,MCO,0,1121.0,10
8,12,2,DL,DTW,ATL,0,594.0,18
7,6,7,AS,SEA,Other,0,543.0,11
4,11,5,WN,DCA,Other,1,1218.0,12
10,25,6,YX,BOS,LGA,0,184.0,17
3,20,4,MQ,Other,ORD,0,296.0,10
11,7,5,WN,Other,Other,0,722.0,7
2,25,2,AA,Other,CLT,0,842.0,6
1,13,1,OO,DEN,Other,0,313.0,11
8,17,7,F9,PHX,LAX,0,370.0,6
11,29,6,UA,DEN,PHX,1,602.0,19
9,7,7,WN,Other,PHX,1,304.0,20
5,14,3,UA,EWR,IAH,0,1400.0,10
6,2,1,AA,DFW,Other,0,1391.0,7
4,19,6,OO,Other,SLC,0,626.0,18
7,29,2,OO,DFW,Other,1,701.0,12
5,15,4,AA,Other,CLT,0,168.0,9
6,23,1,G4,Other,Other,0,1561.0,14
10,11,6,WN,Other,Other,0,917.0,18
11,28,5,OH,Other,DFW,0,874.0,7
6,16,1,OH,Other,DCA,0,356.0,9
9,2,2,AA,Other,CLT,0,168.0,10
11,19,3,DL,Other,MSP,0,448.0,6
3,6,4,UA,MIA,IAH,1,964.0,16
7,17,4,DL,DTW,LGA,0,502.0,12
8,8,5,OH,DCA,Other,0,634.0,12
1,5,7,WN,Other,Other,0,480.0,8
7,7,1,AA,Other,Other,0,772.0,6
6,17,2,AA,ORD,LGA,1,733.0,17
12,23,2,UA,Other,ORD,0,316.0,10
2,12,3,AA,Other,SFO,0,2586.0,20
12,12,5,DL,Other,ATL,0,516.0,15
2,19,3,OO,ORD,Other,0,1437.0,8
12,4,4,DL,Other,Other,1,1182.0,11
4,22,2,AA,CLT,DEN,0,1337.0,7
4,23,3,DL,Other,Other,0,1005.0,7
9,30,2,DL,ATL,CLT,1,226.0,22
11,25,2,MQ,Other,DFW,0,158.0,14
10,25,6,UA,SFO,Other,0,326.0,16
12,29,1,AA,DFW,SFO,1,1464.0,17
7,25,5,AA,DFW,LGA,1,1389.0,17
8,31,7,WN,Other,DEN,0,1069.0,18
9,15,1,AA,CLT,SEA,0,2279.0,17
12,7,7,AA,DFW,CLT,0,935.0,12
8,12,2,DL,ATL,Other,0,692.0,8
9,7,7,OO,DEN,Other,0,251.0,9
7,10,4,F9,ORD,Other,0,1012.0,7
2,2,7,DL,MSP,Other,1,1013.0,18
9,20,6,AA,CLT,Other,0,708.0,22
5,12,1,WN,Other,Other,0,342.0,18
2,28,5,B6,Other,BOS,0,496.0,16
7,22,2,WN,Other,MIA,0,1068.0,8
5,23,5,AA,DFW,Other,0,190.0,12
9,13,6,UA,Other,IAH,0,816.0,7
6,18,3,AA,DFW,LGA,1,1389.0,13
4,18,5,B6,Other,Other,0,1102.0,7
2,20,4,WN,Other,DTW,1,228.0,17
8,23,6,AA,Other,Other,0,814.0,6
4,28,1,WN,Other,Other,0,957.0,10
4,15,2,UA,SLC,IAH,0,1195.0,13
4,30,3,DL,Other,DTW,1,1214.0,16
6,5,4,OO,Other,DEN,0,296.0,5
4,20,7,HA,Other,Other,0,100.0,12
9,5,5,AS,DEN,SEA,0,1024.0,13
9,4,4,HA,Other,SFO,0,2338.0,10
9,27,6,OO,SEA,Other,0,224.0,14
5,7,3,DL,DTW,DFW,1,986.0,15
11,13,4,OO,SEA,Other,0,956.0,14
4,22,2,AA,CLT,Other,1,815.0,20
6,27,5,AA,CLT,Other,1,328.0,18
9,16,2,WN,Other,Other,0,395.0,18
8,13,3,WN,DEN,BOS,1,1754.0,14
5,6,2,UA,Other,DEN,0,770.0,8
10,3,5,HA,Other,Other,0,102.0,5
2,7,5,DL,CLT,ATL,0,226.0,16
2,13,4,WN,Other,PHX,0,1956.0,14
8,1,5,WN,Other,Other,1,256.0,13
6,29,7,AA,CLT,Other,0,683.0,10
11,6,4,UA,Other,LAX,0,2504.0,14
8,26,2,UA,IAH,ORD,0,925.0,8
6,1,7,MQ,ORD,Other,0,296.0,18
1,5,7,MQ,Other,ORD,0,864.0,12
7,12,6,WN,Other,Other,0,423.0,17
5,2,5,OO,DEN,Other,0,1083.0,17
7,26,6,WN,DEN,Other,1,495.0,7
6,15,7,WN,LAS,Other,0,1235.0,10
11,18,2,AA,DFW,Other,0,733.0,12
2,19,3,WN,DEN,LAS,0,628.0,17
8,15,5,OO,SEA,SFO,0,679.0,7
11,18,2,OH,Other,DCA,0,634.0,12
4,19,6,OH,Other,DCA,0,298.0,11
11,1,6,WN,MCO,Other,0,551.0,8
4,20,7,WN,Other,Other,0,446.0,10
12,26,5,DL,ATL,Other,1,321.0,10
1,13,1,YX,LGA,Other,0,549.0,12
4,17,4,DL,Other,ATL,0,240.0,9
9,15,1,OO,Other,SEA,0,129.0,5
9,10,3,YX,Other,ORD,0,177.0,15
8,30,6,DL,ATL,Other,0,516.0,17
8,4,1,WN,Other,Other,1,587.0,22
9,17,3,WN,Other,Other,0,917.0,7
10,23,4,WN,Other,Other,1,237.0,22
1,31,5,YX,Other,LGA,0,335.0,13
4,1,2,YX,LGA,Other,0,479.0,11
1,31,5,DL,Other,Other,0,1005.0,19
3,15,6,MQ,Other,DCA,0,323.0,5
5,17,6,WN,MCO,PHX,0,1849.0,20
5,7,3,UA,IAH,Other,0,871.0,19
12,26,5,OO,Other,ORD,0,416.0,18
9,13,6,MQ,Other,DFW,0,158.0,7
8,17,7,AA,PHX,Other,1,647.0,16
6,15,7,WN,Other,Other,1,1313.0,9
2,18,2,DL,Other,ATL,0,712.0,6
1,11,6,YX,Other,Other,1,718.0,13
2,5,3,UA,IAH,Other,0,140.0,22
3,23,7,AA,Other,CLT,0,547.0,13
4,15,2,OO,Other,SLC,1,501.0,12
12,11,4,WN,Other,DCA,1,1218.0,19
9,29,1,WN,DEN,PHX,1,602.0,18
11,5,3,WN,Other,Other,0,677.0,20
3,7,5,DL,ATL,Other,0,164.0,11
12,24,3,F9,LAS,Other,1,197.0,20
8,19,2,AA,CLT,Other,0,257.0,15
11,8,6,DL,DTW,SFO,0,2079.0,8
3,30,7,AA,Other,DFW,0,469.0,6
1,27,1,DL,Other,SLC,0,1990.0,6
10,17,5,DL,Other,ATL,0,1282.0,6
5,12,1,AA,DCA,ORD,1,612.0,11
12,30,2,OO,Other,DEN,0,483.0,17
11,25,2,AA,CLT,PHX,1,1773.0,11
7,30,3,WN,Other,Other,1,562.0,22
4,19,6,AA,MSP,MIA,0,1501.0,6
11,8,6,WN,Other,Other,0,281.0,12
4,18,5,WN,LAS,PHX,0,255.0,7
12,27,6,WN,SLC,PHX,0,507.0,11
11,2,7,F9,IAH,CLT,1,912.0,15
7,25,5,WN,DEN,Other,0,991.0,8
2,11,2,YX,LGA,BOS,0,184.0,13
8,16,6,UA,MIA,IAH,1,964.0,16
6,8,7,MQ,Other,ORD,0,213.0,6
8,28,4,WN,Other,Other,0,583.0,14
4,29,2,DL,CLT,DTW,0,500.0,6
10,13,1,UA,LAX,DEN,1,862.0,12
8,28,4,UA,LAX,DEN,0,862.0,9
6,20,5,WN,Other,Other,0,562.0,5
9,25,4,OH,Other,CLT,0,350.0,12
8,8,5,AA,ORD,Other,1,2072.0,8
12,27,6,AA,MIA,CLT,1,650.0,7
9,24,3,DL,DTW,LGA,0,502.0,14
1,6,1,G4,Other,Other,0,1717.0,6
8,5,2,OO,Other,IAH,0,513.0,6
3,6,4,DL,MIA,LGA,0,1096.0,15
11,2,7,WN,Other,Other,0,462.0,17
1,4,6,OO,ORD,Other,0,130.0,16
4,19,6,G4,Other,Other,0,735.0,21
8,21,4,DL,Other,SLC,1,1660.0,17
6,9,1,G4,Other,Other,0,426.0,19
1,1,3,WN,Other,Other,0,409.0,9
5,27,2,YX,Other,BOS,0,860.0,19
2,4,2,OO,Other,DEN,0,120.0,15
12,17,3,DL,ATL,MCO,1,404.0,12
7,17,4,UA,ORD,DEN,0,888.0,10
11,9,7,WN,PHX,Other,0,1489.0,19
8,4,1,AA,Other,DFW,1,1390.0,15
7,28,1,DL,LAX,Other,0,833.0,8
12,7,7,DL,ATL,Other,1,269.0,16
8,1,5,OO,Other,SLC,0,600.0,5
2,21,5,DL,Other,DTW,0,629.0,10
1,11,6,NK,DFW,Other,0,1119.0,18
6,13,5,DL,SEA,Other,0,1448.0,10
7,25,5,MQ,CLT,Other,1,640.0,20
10,14,2,DL,DCA,ATL,0,547.0,10
3,16,7,DL,Other,ATL,0,259.0,20
11,3,1,UA,Other,DEN,0,541.0,9
8,19,2,B6,Other,MCO,0,1011.0,13
7,19,6,DL,MSP,ATL,0,907.0,10
10,13,1,OO,DEN,Other,1,280.0,16
12,3,3,OH,DFW,Other,0,355.0,21
10,3,5,WN,DEN,Other,1,854.0,11
10,17,5,WN,Other,Other,0,585.0,15
5,31,6,UA,LAX,Other,0,784.0,10
3,31,1,NK,LAX,LAS,1,236.0,11
5,16,5,AA,DFW,Other,0,926.0,7
10,9,4,YX,Other,LGA,0,269.0,7
12,2,2,WN,Other,Other,0,272.0,15
4,20,7,AA,DFW,LAX,1,1235.0,9
6,14,6,DL,MSP,Other,0,503.0,20
2,16,7,WN,Other,Other,0,314.0,10
8,22,5,DL,SEA,ATL,0,2182.0,15
4,6,7,OO,DEN,Other,0,406.0,8
2,10,1,UA,SEA,DEN,0,1024.0,18
10,6,1,WN,Other,Other,0,325.0,9
3,2,7,DL,BOS,ATL,0,946.0,13
1,10,5,YX,DCA,Other,0,313.0,17
7,24,4,DL,SEA,SLC,0,689.0,5
6,28,6,WN,Other,LAS,0,763.0,11
7,25,5,OO,Other,DEN,0,349.0,10
5,31,6,OO,Other,DEN,0,423.0,17
10,15,3,OO,LAX,Other,0,451.0,8
10,27,1,OO,MSP,Other,0,1042.0,7
9,19,5,UA,DEN,Other,1,1085.0,17
7,30,3,AA,PHX,Other,0,1891.0,15
9,2,2,WN,DEN,Other,0,804.0,8
4,13,7,OO,Other,DEN,1,456.0,17
1,30,4,AA,MCO,LGA,0,950.0,10
3,14,5,G4,Other,Other,0,1092.0,15
5,26,1,AS,SEA,Other,0,696.0,20
3,27,4,AA,LAX,DFW,0,1235.0,0
6,2,1,UA,ORD,BOS,0,867.0,6
9,25,4,OO,Other,PHX,1,352.0,19
6,7,6,UA,Other,DEN,0,623.0,14
9,4,4,AA,Other,CLT,1,815.0,17
1,12,7,WN,Other,SEA,0,672.0,6
7,15,2,OO,Other,DEN,0,230.0,17
2,8,6,OH,Other,CLT,0,577.0,6
5,28,3,WN,Other,DEN,1,639.0,13
3,25,2,OO,Other,SLC,0,588.0,17
6,28,6,G4,Other,Other,1,781.0,12
11,21,5,DL,ATL,Other,0,1547.0,9
8,24,7,OH,Other,CLT,1,75.0,6
9,21,7,F9,MCO,Other,1,1129.0,23
6,30,1,OO,SLC,Other,0,387.0,9
11,18,2,DL,MCO,MSP,0,1310.0,8
5,3,6,AA,PHX,Other,0,1009.0,21
7,21,1,WN,Other,DEN,0,472.0,13
7,3,4,AA,PHX,Other,1,1044.0,18
11,29,6,MQ,Other,PHX,0,347.0,8
4,6,7,UA,Other,DEN,1,1069.0,9
6,10,2,OO,ORD,Other,0,224.0,18
8,25,1,G4,Other,Other,0,709.0,8
9,19,5,WN,Other,Other,0,402.0,10
7,1,2,OO,Other,DTW,0,155.0,6
8,19,2,WN,Other,Other,0,819.0,10
12,6,6,AA,DFW,ATL,1,731.0,8
1,24,5,UA,ORD,ATL,0,606.0,10
1,13,1,NK,Other,ATL,0,581.0,21
5,18,7,UA,DEN,BOS,0,1754.0,23
3,24,1,AA,Other,LGA,0,1047.0,11
2,22,6,DL,MCO,LAX,0,2218.0,6
12,10,3,NK,Other,MCO,0,177.0,6
8,3,7,B6,Other,BOS,0,1698.0,17
8,9,6,NK,Other,Other,0,557.0,13
9,22,1,WN,Other,Other,0,2462.0,13
10,16,4,OO,PHX,Other,1,438.0,8
8,31,7,DL,PHX,DTW,0,1671.0,7
9,9,2,YX,LGA,Other,0,1085.0,15
6,5,4,WN,Other,MCO,0,829.0,5
10,10,5,UA,Other,SFO,0,1504.0,15
9,3,3,DL,Other,ATL,0,406.0,13
1,3,5,UA,DEN,Other,0,1452.0,10
12,11,4,DL,ATL,Other,0,1269.0,14
9,21,7,G4,Other,Other,0,1035.0,15
7,5,6,WN,Other,Other,0,704.0,19
5,9,5,B6,MCO,EWR,1,937.0,19
8,5,2,DL,ATL,Other,0,214.0,19
1,31,5,F9,Other,MCO,0,757.0,17
12,24,3,AA,Other,CLT,0,507.0,14
10,21,2,AA,CLT,Other,0,185.0,13
8,23,6,WN,Other,Other,0,303.0,9
3,14,5,AA,DFW,Other,1,721.0,8
4,16,3,WN,Other,PHX,0,1262.0,5
7,5,6,WN,Other,Other,1,1130.0,15
4,26,6,AA,Other,CLT,0,1095.0,8
7,8,2,NK,LGA,IAH,0,1416.0,5
4,26,6,UA,Other,EWR,1,1065.0,8
6,5,4,NK,ATL,IAH,0,689.0,7
5,14,3,AA,MIA,MCO,0,192.0,20
7,10,4,OO,DEN,Other,1,455.0,8
4,15,2,UA,IAH,DCA,1,1208.0,18
3,24,1,AA,DFW,MIA,0,1121.0,7
4,10,4,DL,ATL,Other,0,782.0,15
8,18,1,DL,DTW,CLT,0,500.0,20
1,23,4,F9,ATL,Other,0,406.0,18
12,7,7,UA,ORD,DCA,0,612.0,7
7,18,5,AA,ORD,Other,1,1723.0,11
11,4,2,AS,Other,Other,0,933.0,7
3,29,6,YX,Other,ORD,0,196.0,11
2,21,5,UA,SEA,EWR,0,2402.0,23
7,8,2,DL,ATL,Other,0,1993.0,20
5,5,1,OO,MSP,Other,0,114.0,9
3,2,7,UA,IAH,Other,1,744.0,19
5,28,3,WN,Other,DCA,0,562.0,16
1,5,7,AA,DFW,Other,1,926.0,11
7,17,4,DL,ATL,DTW,1,594.0,19
2,14,5,DL,ATL,Other,1,240.0,19
7,21,1,OO,DEN,Other,0,578.0,20
10,13,1,AA,Other,DFW,0,812.0,11
11,22,6,WN,Other,Other,0,101.0,13
9,27,6,WN,MCO,DEN,0,1547.0,12
4,11,5,YX,EWR,Other,0,488.0,13
2,17,1,YX,BOS,Other,1,829.0,13
3,15,6,NK,CLT,MCO,1,468.0,18
5,12,1,OO,Other,ORD,0,449.0,11
1,24,5,WN,Other,Other,0,1313.0,7
6,22,7,OO,DEN,Other,0,589.0,7
5,6,2,DL,ATL,MCO,0,404.0,19
6,29,7,OO,LAX,Other,0,1592.0,17
9,25,4,AA,MCO,Other,1,862.0,9
5,23,5,B6,Other,BOS,0,1197.0,7
11,26,3,F9,LAS,LAX,0,236.0,18
6,22,7,OO,DEN,Other,0,557.0,16
9,14,7,B6,BOS,Other,0,860.0,14
4,3,4,AA,CLT,LAX,1,2125.0,17
12,28,7,B6,Other,Other,0,427.0,21
5,19,1,AA,LGA,MIA,0,1096.0,6
2,24,1,AA,Other,DFW,0,1313.0,12
11,10,1,NK,Other,Other,0,925.0,11
3,16,7,WN,Other,PHX,0,843.0,7
6,7,6,DL,DTW,MCO,0,957.0,10
11,5,3,AS,SEA,Other,0,1050.0,10
3,11,2,YX,Other,LGA,0,305.0,14
4,10,4,UA,MCO,IAH,0,854.0,9
12,26,5,DL,Other,SLC,0,1865.0,7
8,24,7,MQ,Other,ORD,0,780.0,18
12,1,1,UA,Other,DEN,1,649.0,14
7,22,2,OO,Other,MSP,0,622.0,19
8,3,7,WN,Other,Other,1,437.0,13
9,16,2,MQ,Other,DCA,0,599.0,14
2,16,7,UA,Other,DEN,0,589.0,17
6,26,4,WN,Other,Other,1,495.0,17
6,2,1,AA,CLT,MCO,0,468.0,20
10,27,1,OH,Other,Other,0,764.0,17
6,10,2,OO,ORD,Other,0,173.0,8
4,25,5,WN,Other,Other,1,793.0,16
2,27,4,F9,Other,MCO,0,895.0,8
4,23,3,B6,Other,Other,0,1166.0,19
10,6,1,AA,SEA,Other,0,2379.0,22
8,16,6,DL,ATL,Other,0,874.0,9
8,21,4,OO,Other,LAX,0,1187.0,7
9,12,5,DL,DTW,Other,1,508.0,19
9,13,6,DL,SLC,Other,0,920.0,17
8,4,1,DL,MCO,ATL,0,404.0,13
12,25,4,DL,Other,SFO,0,2586.0,13
1,10,5,DL,Other,ATL,1,516.0,7
10,26,7,F9,PHX,LAS,0,255.0,9
9,13,6,F9,Other,ATL,0,373.0,17
1,6,1,WN,Other,Other,1,1167.0,14
1,22,3,OO,Other,SFO,0,250.0,14
2,1,6,MQ,Other,DFW,0,309.0,18
10,25,6,OH,ORD,Other,1,108.0,14
9,16,2,YX,Other,LGA,0,291.0,11
6,25,3,WN,MCO,Other,1,1041.0,19
3,6,4,WN,DEN,Other,1,1703.0,13
11,3,1,DL,SLC,Other,0,588.0,17
10,3,5,AS,ORD,SEA,1,1721.0,8
5,3,6,YX,Other,Other,0,550.0,16
9,10,3,HA,Other,Other,0,163.0,10
12,8,1,DL,Other,ATL,0,666.0,5
10,13,1,AA,DFW,ORD,0,802.0,6
7,4,5,AS,SEA,DEN,0,1024.0,17
9,26,5,OO,Other,DEN,0,594.0,14
7,1,2,OO,Other,DEN,0,845.0,5
8,31,7,DL,Other,ATL,1,581.0,18
8,16,6,AS,Other,SEA,0,2086.0,7
3,19,3,OO,ORD,Other,1,773.0,17
11,1,6,DL,Other,DTW,0,409.0,12
5,25,7,WN,Other,Other,1,592.0,16
3,30,7,AA,MIA,DCA,1,919.0,12
6,23,1,OH,Other,DCA,0,482.0,17
12,3,3,WN,DCA,ATL,0,547.0,6
1,16,4,AA,MCO,DFW,0,985.0,19
3,5,3,MQ,DFW,Other,0,282.0,19
12,28,7,AA,SFO,DFW,0,1464.0,6
2,15,6,OO,Other,ORD,1,594.0,10
7,19,6,WN,SLC,DEN,0,391.0,9
9,25,4,OO,Other,SEA,0,228.0,15
12,22,1,F9,Other,LAS,0,223.0,19
4,27,7,OO,MSP,Other,0,386.0,9
6,14,6,YX,LGA,Other,0,701.0,8
6,27,5,WN,DEN,Other,0,853.0,8
5,21,3,AA,MIA,Other,1,440.0,21
6,28,6,OO,Other,MSP,0,190.0,6
8,7,4,YX,Other,LGA,0,419.0,14
10,7,2,DL,LGA,Other,0,1076.0,10
7,6,7,AA,ORD,Other,1,783.0,20
11,20,4,OH,Other,CLT,1,437.0,7
11,11,2,DL,Other,ATL,0,432.0,6
10,15,3,DL,MSP,Other,0,448.0,15
8,24,7,AA,CLT,Other,0,413.0,11
6,16,1,WN,Other,Other,1,1642.0,15
4,1,2,DL,DTW,Other,0,1956.0,20
11,3,1,AS,Other,Other,0,31.0,10
5,13,2,DL,Other,ATL,0,425.0,6
2,23,7,OH,Other,Other,0,629.0,7
6,15,7,HA,Other,Other,1,100.0,19
10,10,5,G4,Other,Other,0,920.0,8
9,21,7,WN,Other,Other,1,395.0,21
1,11,6,NK,Other,LAS,0,2173.0,8
8,12,2,OO,ORD,Other,0,475.0,10
12,10,3,AS,DCA,Other,0,2276.0,8
12,28,7,UA,Other,ORD,0,409.0,8
3,8,6,DL,ATL,Other,0,515.0,10
9,21,7,OO,ORD,Other,0,1013.0,9
5,1,4,UA,Other,IAH,0,657.0,6
7,1,2,NK,Other,EWR,0,1065.0,6
3,29,6,OH,DCA,Other,0,296.0,15
12,25,4,F9,Other,ATL,1,484.0,10
11,5,3,AA,Other,CLT,0,350.0,8
8,12,2,AA,MIA,DFW,0,1121.0,8
12,16,2,OO,Other,DEN,0,563.0,17
2,16,7,AA,Other,CLT,1,683.0,17
7,17,4,AA,BOS,LAX,1,2611.0,18
11,17,1,DL,MCO,LAX,0,2218.0,7
10,10,5,MQ,ORD,Other,0,738.0,8
7,11,5,OH,Other,CLT,1,75.0,19
2,20,4,AA,ORD,Other,0,1120.0,12
3,22,6,AA,Other,DFW,0,190.0,8
6,18,3,WN,Other,Other,1,687.0,7
4,9,3,YX,BOS,Other,0,369.0,17
10,28,2,OH,CLT,Other,0,509.0,10
10,29,3,UA,Other,Other,0,542.0,8
8,24,7,MQ,Other,DFW,0,692.0,6
2,12,3,HA,Other,Other,0,102.0,10
5,30,5,DL,ATL,Other,0,153.0,20
6,30,1,AA,PHX,Other,0,1009.0,20
5,24,6,OH,Other,DCA,0,313.0,9
3,5,3,WN,DEN,Other,0,1449.0,17
12,30,2,NK,MCO,Other,0,177.0,19
9,29,1,HA,Other,Other,0,101.0,10
9,3,3,OO,PHX,Other,0,509.0,14
3,29,6,OH,Other,Other,0,675.0,14
10,6,1,WN,Other,DCA,0,634.0,9
1,13,1,WN,Other,Other,0,917.0,13
3,12,3,YX,BOS,Other,0,1256.0,16
2,1,6,OO,DFW,Other,0,460.0,21
5,16,5,WN,Other,Other,0,446.0,6
9,19,5,MQ,DFW,Other,1,642.0,15
11,26,3,DL,DFW,SLC,0,989.0,12
10,26,7,MQ,ORD,Other,1,760.0,20
7,8,2,UA,LAS,EWR,0,2227.0,6
9,9,2,UA,EWR,MIA,0,1085.0,11
10,9,4,UA,Other,EWR,1,416.0,17
2,28,5,UA,EWR,PHX,0,2133.0,11
7,25,5,B6,SEA,BOS,0,2496.0,11
2,19,3,NK,LGA,Other,0,1076.0,11
7,15,2,MQ,DFW,Other,0,500.0,21
9,12,5,UA,SFO,Other,0,2393.0,8
10,5,7,AA,Other,DFW,0,1171.0,10
7,31,4,OO,LAS,Other,0,258.0,14
8,3,7,AS,SEA,MCO,1,2554.0,15
6,13,5,YX,LGA,Other,0,461.0,20
10,6,1,WN,Other,Other,0,239.0,10
11,24,1,OH,DCA,Other,0,444.0,8
8,15,5,F9,ORD,MCO,0,1005.0,16
11,3,1,F9,IAH,ATL,0,689.0,6
11,9,7,OO,Other,SFO,0,421.0,15
4,28,1,B6,Other,Other,0,982.0,20
4,7,1,G4,Other,Other,1,550.0,13
4,27,7,B6,Other,Other,0,1005.0,19
5,1,4,UA,Other,ORD,0,403.0,7
4,10,4,WN,LAX,Other,1,451.0,19
4,4,5,UA,ORD,Other,0,1739.0,12
3,9,7,YX,Other,BOS,0,860.0,16
4,10,4,OO,Other,DFW,1,408.0,19
12,9,2,OH,Other,DFW,0,364.0,18
4,7,1,WN,PHX,LAS,0,255.0,8
