MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DEL15,DISTANCE,DEP_HOUR
10,9,4,WN,DCA,Other,1,562.0,19
7,4,5,OO,DEN,Other,0,792.0,17
10,10,5,AA,Other,ORD,1,1651.0,15
10,23,4,NK,MCO,Other,1,655.0,14
8,31,7,DL,Other,DTW,0,440.0,6
5,27,2,OO,MSP,Other,0,489.0,21
12,1,1,UA,Other,ORD,0,977.0,10
6,11,3,WN,Other,LAX,1,308.0,20
12,25,4,DL,Other,DTW,0,1953.0,12
8,7,4,UA,DEN,Other,0,1062.0,9
7,8,2,AS,Other,SEA,0,2688.0,21
7,11,5,G4,Other,Other,0,426.0,19
5,9,5,DL,Other,LGA,1,1107.0,17
7,29,2,B6,BOS,Other,0,1185.0,19
5,12,1,DL,LAX,DTW,0,1979.0,15
4,6,7,OO,LAX,Other,0,109.0,9
8,31,7,OO,Other,SLC,0,575.0,12
7,4,5,WN,MCO,DCA,0,759.0,9
3,7,5,DL,SFO,ATL,0,2139.0,23
12,28,7,AA,MCO,Other,0,862.0,12
7,21,1,F9,DEN,MCO,1,1547.0,0
9,15,1,DL,Other,ATL,0,669.0,15
9,4,4,OH,CLT,Other,1,577.0,21
8,23,6,WN,Other,Other,1,307.0,12
3,11,2,UA,DEN,Other,1,770.0,9
8,6,3,DL,Other,ATL,0,481.0,16
9,11,4,NK,LAS,Other,1,2106.0,10
3,14,5,OO,Other,ORD,0,84.0,18
8,20,3,OO,DEN,Other,0,604.0,7
9,19,5,MQ,Other,ORD,0,303.0,7
10,19,7,OO,Other,DEN,0,456.0,8
7,31,4,AA,CLT,Other,0,430.0,9
11,16,7,DL,LGA,Other,0,1010.0,10
11,30,7,B6,Other,Other,1,806.0,21
8,24,7,OO,SFO,Other,1,158.0,9
3,22,6,MQ,Other,PHX,0,1150.0,18
8,13,3,DL,MSP,ORD,1,334.0,20
11,29,6,WN,Other,Other,0,1035.0,5
5,6,2,OO,Other,Other,1,433.0,16
2,27,4,F9,LAS,Other,0,386.0,15
6,21,6,MQ,Other,DCA,0,769.0,13
5,17,6,OO,Other,MSP,0,282.0,6
3,1,6,OO,Other,Other,1,263.0,12
11,19,3,YX,Other,EWR,0,277.0,14
5,28,3,B6,Other,SFO,0,2586.0,8
3,3,1,YX,BOS,EWR,0,200.0,6
11,2,7,AA,DCA,Other,0,814.0,20
4,2,3,UA,PHX,ORD,0,1440.0,11
4,7,1,WN,DEN,Other,0,1014.0,16
1,5,7,DL,ORD,SLC,0,1250.0,19
6,5,4,B6,Other,MCO,0,1179.0,5
4,25,5,OO,Other,IAH,0,429.0,15
6,4,3,DL,SLC,Other,0,1087.0,10
4,15,2,UA,Other,EWR,1,416.0,15
7,18,5,WN,Other,Other,0,1751.0,14
3,13,4,WN,Other,Other,0,586.0,14
11,13,4,YX,LGA,Other,1,461.0,16
3,19,3,AA,DFW,Other,0,1471.0,7
8,3,7,AS,Other,SEA,0,1448.0,12
8,20,3,AA,MIA,BOS,0,1258.0,21
4,25,5,UA,Other,Other,0,2188.0,9
10,15,3,WN,Other,BOS,0,1698.0,9
7,12,6,DL,ATL,Other,0,2172.0,19
10,23,4,DL,Other,ATL,0,134.0,5
10,27,1,OH,DCA,Other,0,310.0,17
12,16,2,B6,MCO,LAS,0,2039.0,7
8,9,6,OO,Other,CLT,0,241.0,18
4,13,7,DL,ATL,Other,1,240.0,8
8,5,2,DL,MSP,BOS,1,1124.0,15
6,22,7,UA,Other,DEN,1,1014.0,14
10,8,3,WN,Other,Other,1,786.0,15
6,17,2,UA,LAX,SFO,0,337.0,18
12,11,4,G4,Other,Other,0,1066.0,7
9,23,2,NK,Other,Other,0,793.0,21
6,9,1,WN,PHX,Other,0,1999.0,9
9,2,2,WN,DCA,Other,0,601.0,18
2,18,2,WN,Other,Other,1,479.0,12
6,10,2,WN,Other,Other,1,377.0,13
3,8,6,OO,Other,DFW,1,701.0,12
2,22,6,NK,LGA,MIA,0,1096.0,6
8,29,5,AA,CLT,Other,0,575.0,7
10,11,6,WN,Other,Other,0,917.0,18
12,26,5,WN,Other,Other,0,296.0,9
9,19,5,MQ,Other,DFW,0,848.0,7
2,5,3,WN,ATL,Other,0,447.0,20
3,4,2,B6,Other,MCO,1,944.0,14
11,10,1,WN,LAS,Other,1,226.0,19
8,23,6,WN,Other,Other,0,390.0,16
9,19,5,DL,MSP,Other,0,1416.0,9
8,31,7,WN,Other,Other,0,101.0,20
2,17,1,OO,Other,LAS,0,397.0,7
10,18,6,DL,Other,ATL,0,164.0,13
7,2,3,AA,Other,PHX,0,699.0,16
5,6,2,AA,Other,Other,1,2370.0,9
11,9,7,OO,DFW,Other,1,312.0,14
8,14,4,DL,ATL,Other,0,304.0,20
4,9,3,OO,Other,SEA,0,399.0,7
10,5,7,DL,EWR,MSP,0,1008.0,18
5,29,4,UA,Other,EWR,0,820.0,6
3,26,3,MQ,ORD,Other,0,622.0,18
4,25,5,DL,Other,MSP,1,393.0,11
10,4,6,UA,IAH,PHX,0,1009.0,10
3,28,5,AA,DFW,Other,0,447.0,8
9,2,2,WN,LAS,Other,0,604.0,19
4,16,3,AA,Other,DFW,0,918.0,11
1,1,3,MQ,Other,DFW,0,603.0,17
12,6,6,YX,Other,EWR,0,605.0,6
7,3,4,B6,MCO,EWR,0,937.0,11
5,7,3,UA,DEN,LGA,0,1620.0,15
7,7,1,UA,Other,ORD,0,2846.0,23
3,9,7,AS,Other,Other,0,95.0,22
9,21,7,DL,MSP,Other,0,1522.0,18
5,25,7,MQ,CLT,Other,0,708.0,20
7,31,4,AA,DFW,Other,1,929.0,20
1,2,4,WN,Other,Other,1,543.0,13
3,22,6,OO,PHX,Other,0,962.0,17
4,28,1,WN,Other,Other,0,296.0,9
7,14,1,AA,ORD,ATL,1,606.0,14
8,28,4,OO,DEN,Other,1,385.0,20
7,28,1,WN,SEA,Other,0,605.0,5
12,13,6,OO,LAX,Other,0,737.0,16
3,15,6,WN,Other,Other,0,738.0,20
7,30,3,DL,Other,SLC,0,626.0,13
1,28,2,UA,DEN,EWR,0,1605.0,17
1,2,4,DL,Other,ATL,0,554.0,18
12,25,4,AA,LAX,LAS,0,236.0,13
9,24,3,OH,Other,CLT,0,509.0,7
7,18,5,OH,Other,DCA,0,949.0,10
11,23,7,WN,Other,Other,0,1440.0,13
9,10,3,AA,DFW,PHX,0,868.0,10
12,22,1,OO,Other,ORD,0,67.0,13
8,6,3,AA,MIA,IAH,0,964.0,8
2,19,3,AA,Other,DFW,0,3784.0,18
6,19,4,MQ,Other,CLT,0,207.0,17
3,18,2,MQ,BOS,ORD,0,867.0,9
5,27,2,WN,Other,Other,0,717.0,6
8,6,3,AA,DCA,Other,0,634.0,7
9,20,6,AA,MSP,Other,0,981.0,13
1,7,2,OO,Other,Other,0,294.0,22
10,13,1,AA,DFW,ORD,0,802.0,6
3,25,2,B6,Other,MCO,0,944.0,12
1,15,3,UA,DFW,DEN,0,641.0,11
11,4,2,UA,SFO,DFW,0,1464.0,10
12,12,5,UA,SFO,PHX,0,651.0,18
10,22,3,UA,SFO,DEN,0,967.0,14
1,10,5,WN,DCA,Other,0,634.0,7
8,25,1,AA,Other,CLT,0,507.0,18
10,18,6,AA,Other,DFW,1,1616.0,23
6,4,3,MQ,ORD,Other,0,438.0,22
11,23,7,YX,LGA,DCA,0,214.0,21
10,4,6,YX,EWR,Other,0,946.0,21
7,8,2,AA,CLT,Other,0,335.0,11
4,28,1,YX,LGA,Other,0,1085.0,17
7,10,4,OO,Other,DEN,0,589.0,6
6,2,1,WN,DEN,Other,1,1491.0,23
9,26,5,UA,IAH,Other,0,1303.0,14
6,11,3,UA,Other,ORD,0,1671.0,7
10,15,3,DL,Other,ATL,0,340.0,14
3,6,4,OO,Other,SLC,0,575.0,12
6,25,3,OO,Other,DEN,0,649.0,5
10,27,1,OH,DFW,Other,1,695.0,9
4,29,2,B6,Other,ATL,1,760.0,14
4,22,2,OO,LAX,Other,1,715.0,14
10,15,3,MQ,Other,DFW,0,295.0,12
8,11,1,G4,Other,Other,1,899.0,21
4,12,6,WN,Other,Other,1,401.0,12
4,9,3,DL,Other,SEA,0,1489.0,6
5,15,4,AS,SEA,DFW,0,1660.0,17
7,20,7,AA,MIA,Other,0,1013.0,13
11,16,7,AA,DFW,Other,1,328.0,21
6,11,3,YX,Other,Other,0,288.0,12
1,17,5,OH,Other,Other,0,957.0,14
5,20,2,WN,Other,LAS,0,197.0,15
9,24,3,MQ,Other,DFW,1,247.0,14
10,23,4,NK,Other,MCO,0,1066.0,13
12,26,5,UA,SFO,ATL,1,2139.0,22
3,4,2,DL,Other,ATL,0,134.0,5
6,30,1,MQ,ORD,Other,0,723.0,8
4,13,7,WN,Other,DEN,0,349.0,5
2,4,2,DL,ATL,Other,0,164.0,14
5,10,6,UA,SFO,Other,0,1911.0,11
8,4,1,WN,Other,Other,0,930.0,15
6,7,6,MQ,DFW,Other,0,280.0,10
5,14,3,AA,CLT,Other,0,335.0,20
12,13,6,OO,SEA,Other,0,234.0,11
3,12,3,WN,Other,Other,0,1050.0,15
12,24,3,UA,SFO,Other,0,2418.0,23
2,2,7,OO,ATL,Other,1,145.0,19
12,23,2,UA,Other,DEN,0,524.0,16
12,19,5,AA,Other,DFW,0,1158.0,11
4,11,5,OO,Other,DFW,0,622.0,17
1,14,2,OO,DEN,Other,0,563.0,11
5,6,2,AA,Other,CLT,0,632.0,19
2,21,5,UA,Other,BOS,0,413.0,8
8,23,6,OO,DEN,Other,0,423.0,13
8,18,1,WN,SLC,PHX,0,507.0,14
10,14,2,WN,Other,Other,0,650.0,9
7,3,4,WN,Other,DCA,0,562.0,7
5,7,3,WN,Other,Other,0,1246.0,16
1,4,6,OO,Other,DFW,0,1095.0,13
4,23,3,NK,DFW,MCO,1,985.0,15
10,14,2,WN,LAS,Other,0,584.0,15
12,20,6,UA,SFO,Other,0,326.0,10
10,25,6,WN,Other,Other,1,548.0,17
1,2,4,DL,SEA,MSP,0,1399.0,18
11,8,6,HA,SEA,Other,1,2677.0,8
7,13,7,DL,DTW,SEA,0,1927.0,6
2,5,3,OO,LAX,Other,0,109.0,22
1,22,3,UA,LAS,Other,0,2065.0,13
5,25,7,AS,SEA,LAS,0,867.0,12
11,24,1,AA,Other,DFW,0,813.0,9
12,28,7,UA,Other,DEN,1,212.0,13
1,10,5,UA,BOS,ORD,0,867.0,6
6,26,4,WN,Other,Other,0,611.0,7
2,14,5,AA,DFW,LAX,0,1235.0,8
1,27,1,OO,Other,Other,1,279.0,13
4,24,4,UA,Other,ORD,0,588.0,15
6,27,5,AA,Other,MIA,0,1013.0,6
3,27,4,UA,ORD,DEN,0,888.0,16
12,20,6,OH,Other,DFW,0,364.0,10
12,28,7,G4,Other,Other,0,787.0,12
2,10,1,OH,Other,CLT,0,281.0,8
6,5,4,WN,SFO,DEN,0,967.0,5
10,20,1,YX,LGA,Other,1,764.0,20
9,26,5,OO,Other,MSP,0,488.0,7
12,14,7,G4,Other,Other,1,1158.0,14
6,14,6,YX,Other,DTW,0,201.0,17
8,9,6,MQ,Other,DFW,0,500.0,18
1,16,4,WN,Other,DEN,0,883.0,9
5,4,7,WN,Other,Other,0,247.0,20
3,9,7,AA,DFW,Other,0,1345.0,12
12,2,2,OO,MSP,Other,0,199.0,21
10,19,7,DL,ATL,Other,0,366.0,12
4,25,5,AA,CLT,Other,0,2077.0,8
8,9,6,UA,Other,SFO,1,737.0,7
4,30,3,UA,Other,IAH,0,305.0,14
12,6,6,UA,ORD,ATL,0,606.0,18
7,8,2,AS,SEA,DCA,1,2329.0,13
7,24,4,NK,MCO,CLT,1,468.0,16
8,20,3,OO,ORD,Other,0,552.0,15
12,17,3,YX,Other,DCA,0,500.0,19
10,4,6,UA,Other,DEN,0,1452.0,17
4,4,5,NK,ORD,LAX,0,1744.0,19
6,22,7,DL,Other,Other,0,1598.0,7
5,22,4,NK,Other,Other,1,925.0,8
3,13,4,WN,Other,Other,1,277.0,10
4,10,4,AA,Other,DFW,0,631.0,5
9,5,5,UA,LAS,ORD,1,1514.0,23
6,29,7,AA,SFO,LAX,0,337.0,19
7,11,5,AS,SEA,Other,1,680.0,14
1,28,2,WN,Other,Other,0,353.0,13
7,17,4,OO,Other,LAX,0,346.0,17
1,12,7,WN,Other,LAS,0,1069.0,7
3,1,6,B6,BOS,Other,0,942.0,10
3,7,5,G4,Other,Other,0,995.0,9
2,9,7,OH,Other,DCA,0,396.0,10
4,20,7,UA,IAH,EWR,1,1400.0,12
8,29,5,OO,Other,SLC,0,463.0,11
4,16,3,OO,Other,PHX,0,261.0,16
1,1,3,OH,DCA,Other,0,634.0,11
12,22,1,AA,Other,DFW,0,448.0,17
1,10,5,WN,Other,Other,1,359.0,18
5,27,2,AA,CLT,Other,1,683.0,14
9,8,1,B6,Other,BOS,0,563.0,11
10,8,3,OO,ATL,Other,0,1304.0,9
12,4,4,WN,Other,DCA,0,719.0,15
10,14,2,YX,DCA,LGA,1,214.0,11
2,6,4,DL,DEN,LGA,1,1620.0,17
3,5,3,MQ,DFW,Other,0,447.0,8
3,30,7,UA,ORD,DCA,0,612.0,8
6,11,3,AA,Other,Other,0,675.0,19
3,27,4,AS,SEA,Other,0,2717.0,7
6,15,7,AA,Other,CLT,1,328.0,20
2,8,6,OO,Other,Other,0,417.0,12
3,8,6,AA,DFW,PHX,0,868.0,22
1,3,5,B6,Other,Other,0,1005.0,6
1,6,1,F9,Other,Other,0,811.0,15
6,5,4,DL,Other,MSP,0,1097.0,13
1,27,1,AA,MIA,Other,0,204.0,15
11,22,6,AA,DFW,Other,1,1313.0,16
1,16,4,UA,EWR,MCO,0,937.0,7
12,15,1,AA,PHX,SFO,1,651.0,11
5,29,4,AS,SEA,DEN,0,1024.0,8
9,11,4,DL,ATL,Other,0,794.0,9
6,24,2,DL,Other,SEA,0,2677.0,13
10,6,1,MQ,Other,ORD,0,179.0,12
8,17,7,F9,DEN,MCO,1,1547.0,8
3,15,6,DL,Other,Other,1,1587.0,13
7,4,5,AA,ORD,LGA,0,733.0,11
6,18,3,AA,PHX,Other,0,425.0,10
7,10,4,DL,LGA,MIA,1,1096.0,13
6,4,3,NK,Other,MCO,0,802.0,5
11,6,4,AA,Other,DFW,0,813.0,7
2,22,6,DL,LAX,ATL,0,1947.0,6
2,5,3,AA,ORD,PHX,0,1440.0,18
12,11,4,AS,Other,SEA,0,1448.0,0
1,9,4,G4,Other,LAS,0,1642.0,10
5,27,2,YX,Other,LGA,0,461.0,6
5,18,7,OO,DTW,Other,0,98.0,16
10,31,5,AA,CLT,LAX,0,2125.0,16
3,19,3,AA,CLT,Other,0,1475.0,8
3,6,4,WN,CLT,Other,0,584.0,6
1,16,4,OO,SEA,Other,0,696.0,8
7,7,1,OO,DFW,Other,1,247.0,18
2,19,3,DL,Other,MSP,0,1342.0,15
7,23,3,F9,LAX,Other,1,2475.0,20
6,9,1,G4,Other,Other,0,685.0,15
12,6,6,UA,Other,IAH,1,966.0,18
10,2,4,AS,SLC,SEA,0,689.0,13
1,17,5,DL,Other,ATL,0,581.0,6
4,19,6,WN,LAS,Other,0,226.0,8
2,15,6,AS,Other,Other,1,1973.0,19
7,23,3,OH,Other,DCA,1,523.0,7
8,3,7,WN,Other,Other,0,419.0,15
4,26,6,WN,Other,DEN,0,895.0,5
2,5,3,AA,Other,MIA,0,1045.0,16
7,9,3,OO,Other,LAX,0,390.0,17
3,25,2,WN,Other,MCO,0,787.0,11
8,11,1,WN,LAX,Other,0,1751.0,12
10,14,2,B6,Other,Other,0,1046.0,16
11,18,2,AA,SEA,DFW,0,1660.0,5
5,27,2,F9,Other,DEN,0,649.0,12
3,30,7,OO,Other,PHX,0,110.0,7
11,26,3,F9,LAS,LAX,0,236.0,18
2,23,7,DL,SFO,MSP,0,1589.0,12
6,21,6,AS,Other,SEA,0,1694.0,6
6,12,4,UA,Other,IAH,0,1190.0,17
8,26,2,UA,Other,SFO,0,447.0,6
8,12,2,MQ,Other,ORD,1,108.0,15
2,24,1,AS,Other,SEA,1,2677.0,15
8,14,4,AA,ORD,Other,0,2072.0,8
3,7,5,OO,DEN,Other,0,300.0,17
8,21,4,MQ,DFW,IAH,0,224.0,10
7,12,6,WN,Other,Other,0,1167.0,16
4,3,4,OO,ORD,Other,1,693.0,16
8,13,3,WN,DEN,Other,0,850.0,8
1,11,6,UA,DEN,Other,0,1452.0,8
3,1,6,DL,Other,ATL,0,646.0,12
5,3,6,B6,Other,Other,0,1204.0,19
11,20,4,UA,ORD,MCO,0,1005.0,16
3,25,2,WN,Other,LAS,0,231.0,15
4,1,2,AA,CLT,Other,0,600.0,11
2,14,5,DL,Other,ATL,1,545.0,12
9,4,4,AA,DFW,PHX,0,868.0,20
7,3,4,NK,SLC,LAS,1,368.0,20
2,2,7,UA,Other,Other,0,901.0,18
3,3,1,AA,CLT,Other,0,651.0,16
4,10,4,DL,Other,ATL,0,214.0,16
3,26,3,WN,Other,Other,0,699.0,12
1,10,5,DL,LGA,Other,0,1010.0,10
6,8,7,AA,ATL,MIA,0,594.0,7
5,26,1,AA,Other,Other,0,337.0,8
8,14,4,YX,Other,Other,0,365.0,16
3,22,6,G4,Other,Other,1,895.0,18
9,19,5,DL,SEA,LAS,1,867.0,15
11,10,1,AS,Other,LAS,0,763.0,21
7,13,7,DL,Other,ATL,0,515.0,17
3,21,5,AA,Other,CLT,0,460.0,7
8,10,7,DL,ATL,Other,0,692.0,13
8,31,7,F9,DEN,Other,0,853.0,22
2,19,3,OH,Other,CLT,0,91.0,6
6,29,7,DL,Other,MCO,1,944.0,15
9,22,1,AS,Other,SEA,0,389.0,16
4,17,4,WN,Other,Other,0,1476.0,9
9,15,1,DL,Other,ATL,0,151.0,16
6,24,2,OO,Other,DFW,1,304.0,16
3,30,7,WN,Other,Other,0,1706.0,12
4,25,5,DL,Other,ATL,1,577.0,18
12,4,4,B6,Other,Other,0,1105.0,20
6,1,7,UA,ORD,SFO,0,1846.0,14
9,13,6,OO,ORD,Other,1,323.0,8
9,29,1,WN,Other,LAS,0,231.0,19
7,8,2,OH,Other,DCA,1,816.0,6
2,11,2,OO,Other,SEA,1,93.0,13
9,12,5,DL,DFW,MSP,0,852.0,6
10,15,3,UA,DFW,IAH,0,224.0,12
6,3,2,AS,Other,Other,0,1715.0,17
4,1,2,OH,Other,CLT,0,509.0,12
11,10,1,OH,DFW,Other,0,408.0,21
1,10,5,OH,Other,CLT,1,481.0,12
7,28,1,B6,BOS,Other,1,496.0,7
7,14,1,AS,BOS,SEA,1,2496.0,18
2,16,7,OO,DEN,SEA,0,1024.0,13
6,26,4,DL,SLC,Other,0,626.0,7
10,2,4,NK,CLT,LGA,0,544.0,5
4,12,6,WN,Other,SLC,0,1404.0,16
2,10,1,UA,ORD,EWR,0,719.0,10
1,30,4,OO,Other,PHX,1,588.0,6
11,21,5,WN,Other,Other,0,623.0,10
10,16,4,WN,DEN,CLT,0,1337.0,10
11,15,6,WN,DEN,Other,0,883.0,13
10,31,5,HA,Other,Other,0,2498.0,9
11,23,7,YX,Other,LGA,0,291.0,7
10,13,1,DL,ATL,Other,0,666.0,11
2,7,5,UA,Other,DEN,0,73.0,15
9,11,4,YX,Other,Other,0,328.0,16
6,11,3,WN,DEN,Other,0,895.0,5
6,12,4,DL,ATL,Other,1,481.0,16
1,12,7,WN,Other,ATL,0,447.0,6
4,13,7,YX,Other,LGA,0,419.0,13
5,13,2,NK,Other,MCO,0,1066.0,12
12,19,5,WN,ATL,Other,1,577.0,13
3,30,7,AA,CLT,MCO,0,468.0,20
1,16,4,OO,Other,DFW,0,435.0,6
5,27,2,UA,Other,SFO,0,2398.0,11
11,23,7,B6,ORD,BOS,0,867.0,20
8,13,3,UA,DEN,Other,1,770.0,13
3,29,6,WN,Other,DEN,1,957.0,14
10,18,6,B6,BOS,SEA,0,2496.0,8
10,7,2,OO,DEN,Other,1,152.0,19
5,23,5,WN,DEN,Other,1,794.0,15
8,2,6,F9,Other,MCO,1,1188.0,3
3,2,7,YX,ORD,BOS,0,867.0,13
12,12,5,WN,Other,Other,0,523.0,11
9,11,4,WN,Other,DEN,0,909.0,5
9,30,2,UA,ORD,LAS,0,1514.0,16
8,10,7,UA,Other,Other,0,129.0,8
7,23,3,HA,Other,Other,0,2403.0,8
4,6,7,OH,Other,DCA,0,406.0,5
7,21,1,AA,Other,CLT,1,573.0,19
6,29,7,WN,Other,LAS,1,397.0,12
3,2,7,WN,DEN,Other,0,651.0,19
10,19,7,AA,Other,CLT,0,684.0,6
9,25,4,AA,EWR,CLT,1,529.0,17
3,29,6,DL,Other,ATL,1,581.0,13
9,27,6,B6,BOS,Other,0,332.0,20
10,22,3,WN,Other,Other,0,937.0,21
7,18,5,DL,SLC,Other,0,532.0,23
12,30,2,OO,Other,DEN,0,483.0,17
7,30,3,DL,Other,ATL,0,591.0,12
4,12,6,OO,SEA,Other,0,228.0,15
5,21,3,WN,Other,PHX,0,843.0,15
7,3,4,AA,DFW,Other,1,1438.0,20
5,16,5,OO,IAH,Other,0,201.0,18
4,13,7,WN,Other,MCO,0,829.0,16
8,3,7,NK,Other,Other,0,781.0,14
10,19,7,UA,BOS,SFO,0,2704.0,10
1,18,6,WN,ORD,Other,0,798.0,7
10,1,3,WN,Other,DEN,0,651.0,8
8,3,7,OO,DFW,Other,1,190.0,20
1,22,3,DL,DTW,Other,1,1214.0,20
9,13,6,AA,CLT,MCO,0,468.0,8
9,5,5,AA,ORD,PHX,1,1440.0,22
6,21,6,WN,MCO,Other,0,1211.0,17
8,28,4,MQ,Other,DFW,0,772.0,12
5,11,7,AA,ORD,Other,0,783.0,18
10,19,7,AA,DCA,BOS,0,399.0,6
10,26,7,DL,Other,ATL,0,321.0,8
12,27,6,AS,SEA,Other,1,2125.0,11
7,28,1,MQ,CLT,Other,0,437.0,23
8,22,5,DL,MSP,Other,0,1117.0,20
12,3,3,AA,Other,CLT,0,157.0,6
1,23,4,DL,Other,ATL,0,444.0,13
7,20,7,DL,Other,ATL,0,453.0,7
9,14,7,B6,BOS,Other,0,860.0,14
9,14,7,AS,Other,Other,0,817.0,14
6,27,5,UA,Other,DEN,0,541.0,9
4,3,4,YX,BOS,Other,0,280.0,8
9,10,3,OH,Other,Other,0,212.0,8
9,28,7,OO,LAX,Other,0,390.0,9
10,18,6,OH,Other,CLT,1,75.0,7
5,29,4,DL,MSP,Other,0,408.0,10
12,15,1,AA,LGA,ORD,0,733.0,17
2,28,5,F9,Other,Other,0,967.0,6
11,10,1,UA,Other,DEN,0,649.0,6
6,22,7,WN,Other,Other,1,587.0,17
6,27,5,OO,Other,ORD,1,174.0,18
6,12,4,WN,PHX,Other,0,1488.0,8
5,28,3,AS,SEA,Other,0,680.0,15
9,29,1,DL,Other,ATL,0,356.0,8
7,15,2,WN,Other,MIA,0,946.0,13
8,18,1,UA,IAH,LGA,0,1416.0,17
1,12,7,MQ,Other,PHX,0,647.0,16
3,6,4,OH,CLT,Other,0,75.0,7
6,4,3,G4,Other,Other,0,912.0,12
3,12,3,WN,Other,DCA,1,601.0,15
5,28,3,DL,BOS,ORD,0,867.0,7
10,4,6,UA,Other,DEN,0,1703.0,7
9,18,4,UA,LGA,IAH,0,1416.0,6
4,6,7,F9,Other,SEA,0,956.0,10
12,15,1,WN,Other,Other,0,319.0,15
12,31,3,AA,PHX,Other,0,1788.0,16
12,29,1,DL,MCO,Other,0,994.0,19
1,15,3,OO,SEA,LAX,0,954.0,6
11,21,5,WN,Other,DEN,0,1436.0,7
7,2,3,DL,Other,ATL,0,425.0,8
12,3,3,YX,Other,LGA,1,618.0,12
6,30,1,G4,Other,Other,1,936.0,8
12,14,7,UA,SFO,SEA,1,679.0,13
3,14,5,AA,LAX,Other,0,2475.0,11
2,3,1,DL,ATL,Other,1,674.0,13
11,4,2,UA,Other,ORD,0,1012.0,12
11,26,3,UA,ORD,Other,1,177.0,14
9,28,7,MQ,Other,DCA,0,519.0,17
12,10,3,YX,Other,LGA,0,660.0,18
5,1,4,AA,LAX,DFW,0,1235.0,9
7,8,2,WN,Other,Other,0,781.0,5
3,27,4,UA,LAX,DEN,0,862.0,14
5,19,1,OO,Other,LAX,0,373.0,18
8,29,5,MQ,DFW,Other,0,247.0,7
6,20,5,OH,Other,DCA,0,248.0,16
10,15,3,UA,DEN,Other,1,846.0,13
5,4,7,AS,Other,Other,1,2603.0,21
6,1,7,AS,LAX,Other,0,945.0,19
11,21,5,F9,Other,PHX,0,1444.0,16
10,8,3,AA,DFW,LAS,0,1055.0,15
8,16,6,WN,DEN,Other,0,770.0,9
4,22,2,OO,Other,DTW,0,284.0,15
1,6,1,WN,Other,Other,1,458.0,12
9,18,4,DL,Other,ATL,0,300.0,6
1,7,2,AS,Other,SEA,1,1448.0,0
2,13,4,WN,Other,LAS,1,258.0,20
2,4,2,AA,Other,MIA,1,1393.0,6
3,1,6,YX,BOS,Other,0,280.0,6
7,8,2,AA,MSP,ORD,0,334.0,17
9,3,3,UA,IAH,EWR,0,1400.0,18
7,9,3,YX,Other,BOS,0,640.0,11
4,30,3,UA,ORD,Other,1,864.0,19
3,18,2,UA,SFO,Other,0,2521.0,7
5,25,7,OH,Other,CLT,0,333.0,7
11,5,3,MQ,Other,CLT,0,168.0,14
3,29,6,DL,ATL,LAS,0,1747.0,14
6,30,1,DL,PHX,SEA,0,1107.0,15
12,25,4,AA,DFW,LAS,1,1055.0,16
12,12,5,WN,Other,Other,0,446.0,18
11,26,3,HA,Other,Other,0,216.0,19
11,30,7,WN,LAS,Other,0,1069.0,7
11,11,2,AS,DEN,Other,1,853.0,12
5,18,7,WN,Other,PHX,0,1488.0,20
8,30,6,YX,LGA,Other,0,722.0,17
10,20,1,G4,Other,Other,0,535.0,16
2,5,3,UA,PHX,ORD,0,1440.0,8
12,21,7,WN,ATL,Other,0,577.0,13
9,16,2,OO,MSP,Other,0,553.0,10
7,9,3,OO,Other,LAX,0,266.0,20
2,28,5,UA,DEN,PHX,0,602.0,13
10,17,5,UA,Other,ORD,0,1012.0,12
11,21,5,DL,DEN,SLC,0,391.0,18
1,1,3,WN,Other,DEN,0,1531.0,7
11,10,1,DL,SEA,SFO,0,679.0,7
10,30,4,AA,ORD,ATL,0,606.0,20
12,12,5,F9,DEN,Other,0,1506.0,23
3,1,6,WN,Other,Other,0,883.0,16
2,9,7,WN,Other,Other,0,405.0,15
7,13,7,OO,Other,SFO,1,421.0,9
11,4,2,OH,CLT,Other,1,394.0,19
6,7,6,UA,Other,SFO,0,447.0,16
4,15,2,OO,Other,SLC,0,221.0,9
12,6,6,OO,Other,PHX,0,261.0,9
7,8,2,UA,MCO,Other,0,895.0,16
11,18,2,WN,MCO,Other,0,787.0,19
9,17,3,B6,Other,LAS,0,2248.0,6
4,19,6,AA,MSP,MIA,0,1501.0,6
6,13,5,OO,Other,DEN,1,150.0,18
10,23,4,OH,DFW,Other,0,383.0,21
12,17,3,WN,Other,PHX,1,646.0,14
11,24,1,MQ,ORD,Other,0,622.0,8
9,7,7,OO,DEN,Other,0,251.0,9
11,20,4,YX,LGA,Other,0,1147.0,8
5,22,4,DL,Other,ATL,0,214.0,5
8,2,6,G4,Other,Other,0,532.0,19
9,5,5,OO,Other,DEN,0,638.0,18
9,13,6,DL,DFW,DTW,0,986.0,5
4,2,3,OO,PHX,Other,1,509.0,16
10,3,5,OO,Other,SEA,1,93.0,13
10,10,5,DL,MIA,LGA,1,1096.0,11
8,15,5,WN,Other,DCA,0,1218.0,18
8,18,1,WN,Other,Other,0,611.0,13
3,11,2,DL,IAH,SLC,0,1195.0,11
1,6,1,G4,Other,Other,0,1717.0,6
5,21,3,AA,DFW,Other,0,737.0,15
